place,lac,ci,lon,lat,2G_3G,people
MYW0408C1_绵阳亨利花园-3,61786,7323,104.76495,31.46872,3,1
MYW0408A2_绵阳亨利花园-4,61786,7324,104.76495,31.46872,3,0.5
MYW0408B2_绵阳亨利花园-5,61786,7325,104.76495,31.46872,3,1
MYW0408C2_绵阳亨利花园-6,61786,7326,104.76495,31.46872,3,0.5
MYW0569A1_绵阳太平酒店村-1,61786,7441,104.92981,31.67691,3,0.5
MYW0569B1_绵阳太平酒店村-2,61786,7442,104.92981,31.67691,3,1
MYW0569C1_绵阳太平酒店村-3,61786,7443,104.92981,31.67691,3,0.5
MYW0318A1_绵阳白蝉老鹰窝村-1,61786,7451,105.06371,31.36431,3,0.5
MYW0318B1_绵阳白蝉老鹰窝村-2,61786,7452,105.06371,31.36431,3,0.5
MYW0318C1_绵阳白蝉老鹰窝村-3,61786,7453,105.06371,31.36431,3,0.5
MYW0033FBA1_绵阳松垭镇-1,61786,7461,104.84301,31.37071,3,1
MYW0033FBB1_绵阳松垭镇-2,61786,7462,104.84301,31.37071,3,1
MYW0033FBC1_绵阳松垭镇-3,61786,7463,104.84301,31.37071,3,2
MYW0033FBD1_绵阳松垭柑子园-1,61786,7464,104.86531,31.38651,3,0.5
MYW0614A1_绵阳小枧场镇2-1,61786,7471,104.81401,31.42611,3,2
MYW0614B1_绵阳小枧场镇2-2,61786,7472,104.81401,31.42611,3,1
MYW0614C1_绵阳小枧场镇2-3,61786,7473,104.81401,31.42611,3,0.5
MYW0670A1_绵阳玉河场镇-1,61786,7481,105.09211,31.41171,3,0.5
MYW0670B1_绵阳玉河场镇-2,61786,7482,105.09211,31.41171,3,0.5
MYW0670C1_绵阳玉河场镇-3,61786,7483,105.09211,31.41171,3,0.5
MYW0367A1_绵阳凤凰场镇-1,61786,7491,104.85031,31.68021,3,0.5
MYW0367B1_绵阳凤凰场镇-2,61786,7492,104.85031,31.68021,3,0.5
MYW0367C1_绵阳凤凰场镇-3,61786,7493,104.85031,31.68021,3,0.5
MYW0317A1_绵阳白蝉场镇-1,61786,7501,105.06441,31.38041,3,0.5
MYW0317B1_绵阳白蝉场镇-2,61786,7502,105.06441,31.38041,3,41
MYW0317C1_绵阳白蝉场镇-3,61786,7503,105.06441,31.38041,3,41
MYW0694A1_绵阳梓绵场镇-1,61786,7511,105.02561,31.40041,3,0.5
MYW0694B1_绵阳梓绵场镇-2,61786,7512,105.02561,31.40041,3,0.5
MYW0694C1_绵阳梓绵场镇-3,61786,7513,105.02561,31.40041,3,0.5
MYW0633A1_绵阳徐家场镇-1,61786,7521,105.02246,31.55046,3,41
MYW0633B1_绵阳徐家场镇-2,61786,7522,105.02246,31.55046,3,0.5
MYW0633C1_绵阳徐家场镇-3,61786,7523,105.02246,31.55046,3,0.5
MYW0330A1_绵阳沉抗场镇-1,61786,7541,104.85231,31.53831,3,0.5
MYW0330B1_绵阳沉抗场镇-2,61786,7542,104.85231,31.53831,3,41
MYW0330C1_绵阳沉抗场镇-3,61786,7543,104.85231,31.53831,3,0.5
MYW0436A1_绵阳街子场镇-1,61786,7551,104.84245,31.58275,3,0.5
MYW0436B1_绵阳街子场镇-2,61786,7552,104.84245,31.58275,3,0.5
MYW0436C1_绵阳街子场镇-3,61786,7553,104.84245,31.58275,3,0.5
MYW0320A1_绵阳白蝉寨子村-1,61786,7561,105.04521,31.36391,3,41
MYW0320B1_绵阳白蝉寨子村-2,61786,7562,105.04521,31.36391,3,0.5
MYW0320C1_绵阳白蝉寨子村-3,61786,7563,105.04521,31.36391,3,41
MYW0588A1_绵阳魏城雍家梁-1,61786,7571,104.93675,31.57178,3,0.5
MYW0588B1_绵阳魏城雍家梁-2,61786,7572,104.93675,31.57178,3,41
MYW0588C1_绵阳魏城雍家梁-3,61786,7573,104.93675,31.57178,3,0.5
MYW0432A1_绵阳建华石头村-1,61786,7581,104.89271,31.45971,3,0.5
MYW0432B1_绵阳建华石头村-2,61786,7582,104.89271,31.45971,3,0.5
MYW0432C1_绵阳建华石头村-3,61786,7583,104.89271,31.45971,3,0.5
MYW0692A1_绵阳周家湾-1,61786,7591,104.91409,31.48805,3,0.5
MYW0692B1_绵阳周家湾-2,61786,7592,104.91409,31.48805,3,0.5
MYW0692C1_绵阳周家湾-3,61786,7593,104.91409,31.48805,3,0.5
MYW0662A1_绵阳游仙区蔡家桥-1,61786,7611,104.87481,31.49381,3,0.5
MYW0662B1_绵阳游仙区蔡家桥-2,61786,7612,104.87481,31.49381,3,0.5
MYW0662C1_绵阳游仙区蔡家桥-3,61786,7613,104.87481,31.49381,3,0.5
MYW0646A1_绵阳雍家场-1,61786,7621,104.98578,31.49652,3,0.5
MYW0646B1_绵阳雍家场-2,61786,7622,104.98578,31.49652,3,0.5
MYW0646C1_绵阳雍家场-3,61786,7623,104.98578,31.49652,3,0.5
MYW0454A1_绵阳九院七区-1,61786,901,104.73881,31.51479,3,2
MYW0454B1_绵阳九院七区-2,61786,902,104.73881,31.51479,3,0.5
MYW0454C1_绵阳九院七区-3,61786,903,104.73881,31.51479,3,0.5
MYW0454A2_绵阳九院七区-4,61786,904,104.73881,31.51479,3,0.5
MYW0454B2_绵阳九院七区-5,61786,905,104.73881,31.51479,3,0.5
MYW0454C2_绵阳九院七区-6,61786,906,104.73881,31.51479,3,0.5
MYW0691A1_绵阳种子公司-1,61786,9111,104.76238,31.46927,3,4
MYW0691B1_绵阳种子公司-2,61786,9112,104.76238,31.46927,3,4
MYW0691C1_绵阳种子公司-3,61786,9113,104.76238,31.46927,3,1
MYW0319A1_绵阳白蝉三村-1,61786,9771,105.076326,31.39481,3,0.5
MYW0319B1_绵阳白蝉三村-2,61786,9772,105.076326,31.39481,3,0.5
MYW0319C1_绵阳白蝉三村-3,61786,9773,105.076326,31.39481,3,0.5
MYW0352A1_绵阳东林5大队-1,61786,9781,104.759178,31.58102,3,0.5
MYW0352B1_绵阳东林5大队-2,61786,9782,104.759178,31.58102,3,0.5
MYW0352C1_绵阳东林5大队-3,61786,9783,104.759178,31.58102,3,0.5
MYW0414A1_绵阳红颜村-1,61786,9801,104.85725,31.43592,3,1
MYW0414B1_绵阳红颜村-2,61786,9802,104.85725,31.43592,3,0.5
MYW0414C1_绵阳红颜村-3,61786,9803,104.85725,31.43592,3,1
MYW0400A1_绵阳韩家脊-1,61786,981,104.75809,31.46778,3,0.5
MYW0476A1_绵阳刘家曾家垭村-1,61786,9811,105.03911,31.46911,3,0.5
MYW0476B1_绵阳刘家曾家垭村-2,61786,9812,105.03911,31.46911,3,1
MYW0476C1_绵阳刘家曾家垭村-3,61786,9813,105.03911,31.46911,3,0.5
MYW0400B1_绵阳韩家脊-2,61786,982,104.75809,31.46778,3,3
MYW0477A1_绵阳刘家三合村-1,61786,9821,105.05289,31.42521,3,1
MYW0477B1_绵阳刘家三合村-2,61786,9822,105.05289,31.42521,3,0.5
MYW0477C1_绵阳刘家三合村-3,61786,9823,105.05289,31.42521,3,0.5
MYW0400C1_绵阳韩家脊-3,61786,983,104.75809,31.46778,3,0.5
MYW0584A1_绵阳网通五里堆-1,61786,9861,104.76741,31.47871,3,1
MYW0584B1_绵阳网通五里堆-2,61786,9862,104.76741,31.47871,3,0.5
MYW0584C1_绵阳网通五里堆-3,61786,9863,104.76741,31.47871,3,0.5
MYW0584A2_绵阳网通五里堆-4,61786,9864,104.76741,31.47871,3,1
MYW0584B2_绵阳网通五里堆-5,61786,9865,104.76741,31.47871,3,0.5
MYW0584C2_绵阳网通五里堆-6,61786,9866,104.76741,31.47871,3,0.5
MYW0584D1_绵阳开元中学教学楼-1,61786,9867,104.76741,31.47871,3,3
MYW0584E1_绵阳开元中学宿舍楼-2,61786,9868,104.76741,31.47871,3,3
MYW0584F1_绵阳开元中学宿舍楼-3,61786,9869,104.76741,31.47871,3,3
MYW0545A1_绵阳石马横山村-1,61786,9871,104.7218446,31.5267329,3,0.5
MYW0545B1_绵阳石马横山村-2,61786,9872,104.7218446,31.5267329,3,0.5
MYW0545C1_绵阳石马横山村-3,61786,9873,104.7218446,31.5267329,3,0.5
MYW0564A1_绵阳松垭七队-1,61786,9881,104.87481,31.40511,3,0.5
MYW0564B1_绵阳松垭七队-2,61786,9882,104.87481,31.40511,3,0.5
MYW0564C1_绵阳松垭七队-3,61786,9883,104.87481,31.40511,3,0.5
MYW0570A1_绵阳太平芦家桥村-1,61786,9901,104.88718,31.65839,3,0.5
MYW0570B1_绵阳太平芦家桥村-2,61786,9902,104.88718,31.65839,3,0.5
MYW0570C1_绵阳太平芦家桥村-3,61786,9903,104.88718,31.65839,3,2
MYW0586A1_绵阳魏城六合村-1,61786,9921,104.9614358,31.51552,3,8
MYW0586B1_绵阳魏城六合村-2,61786,9922,104.9614358,31.51552,3,8
MYW0586C1_绵阳魏城六合村-3,61786,9923,104.9614358,31.51552,3,8
MYW0689A1_绵阳忠兴双龙村-1,61786,9931,104.89964,31.62303,3,0.5
MYW0689B1_绵阳忠兴双龙村-2,61786,9932,104.89964,31.62303,3,0.5
MYW0689C1_绵阳忠兴双龙村-3,61786,9933,104.89964,31.62303,3,8
MYW0038FBA1_绵阳小枧10大队-1,61786,9941,104.8159009,31.44707,3,0.5
MYW0038FBB1_绵阳小枧10大队-2,61786,9942,104.8159009,31.44707,3,0.5
MYW0038FBC1_绵阳小枧10大队-3,61786,9943,104.8159009,31.44707,3,0.5
MYW0038FBD1_绵阳庙子坝-1,61786,9944,104.81091,31.46291,3,0.5
MYW0039FBA1_绵阳小枧利民村-1,61786,9951,104.8314526,31.42286,3,0.5
MYW0039FBB1_绵阳小枧利民村-2,61786,9952,104.8314526,31.42286,3,8
MYW0039FBC1_绵阳小枧利民村-3,61786,9953,104.8314526,31.42286,3,0.5
MYW0039FBD1_绵阳石家沟-1,61786,9954,104.83341,31.41571,3,0.5
MYW0495A1_绵阳磨家师范学院蔺香园-1,61788,10001,104.58901,31.45961,3,0.5
MYW0495B1_绵阳磨家师范学院蔺香园-2,61788,10002,104.58901,31.45961,3,0.5
MYW0495C1_绵阳磨家师范学院蔺香园-3,61788,10003,104.58901,31.45961,3,0.5
MYW0493A1_绵阳磨家师范学院A教-1,61788,10011,104.59001,31.45581,3,0.5
MYW0493B1_绵阳磨家师范学院A教-2,61788,10012,104.59001,31.45581,3,0.5
MYW0493C1_绵阳磨家师范学院A教-3,61788,10013,104.59001,31.45581,3,0.5
MYW0444A1_绵阳金家岭总部基地-1,61788,10071,104.66671,31.50431,3,1
MYW0444B1_绵阳金家岭总部基地-2,61788,10072,104.66671,31.50431,3,1
MYW0444C1_绵阳金家岭总部基地-3,61788,10073,104.66671,31.50431,3,1
MYW0444A2_绵阳金家岭总部基地-4,61788,10074,104.66671,31.50431,3,0.5
MYW0444B2_绵阳金家岭总部基地-5,61788,10075,104.66671,31.50431,3,0.5
MYW0444C2_绵阳金家岭总部基地-6,61788,10076,104.66671,31.50431,3,0.5
MYW0356A1_绵阳樊华建设-1,61788,101,104.69156,31.46669,3,0.5
MYW0041FBA1_绵阳永兴大桥桥头-1,61788,10161,104.63451,31.46501,3,0.5
MYW0041FBB1_绵阳永兴大桥桥头-2,61788,10162,104.63451,31.46501,3,8
MYW0041FBC1_绵阳永兴大桥桥头-3,61788,10163,104.63451,31.46501,3,0.5
MYW0627A1_绵阳新皂国强门业-1,61788,10171,104.63921,31.45341,3,8
MYW0627B1_绵阳新皂国强门业-2,61788,10172,104.63921,31.45341,3,8
MYW0627C1_绵阳新皂国强门业-3,61788,10173,104.63921,31.45341,3,0.5
MYW0490A1_绵阳闽兴钢材市场-1,61788,10181,104.66201,31.45491,3,8
MYW0490B1_绵阳闽兴钢材市场-2,61788,10182,104.66201,31.45491,3,0.5
MYW0490C1_绵阳闽兴钢材市场-3,61788,10183,104.66201,31.45491,3,1
MYW0552A1_绵阳石桥铺小学-1,61788,10191,104.68781,31.44471,3,0.5
MYW0552B1_绵阳石桥铺小学-2,61788,10192,104.68781,31.44471,3,0.5
MYW0552C1_绵阳石桥铺小学-3,61788,10193,104.68781,31.44471,3,0.5
MYW0356B1_绵阳樊华建设-2,61788,102,104.69156,31.46669,3,0.5
MYW0505A1_绵阳农校碧芸苑-1,61788,10271,104.71321,31.50351,3,1
MYW0505B1_绵阳农校碧芸苑-2,61788,10272,104.71321,31.50351,3,1
MYW0505C1_绵阳农校碧芸苑-3,61788,10273,104.71321,31.50351,3,0.5
MYW0313A1_绵阳奥林春天-1,61788,10281,104.70871,31.49061,3,1
MYW0313B1_绵阳奥林春天-2,61788,10282,104.70871,31.49061,3,0.5
MYW0313C1_绵阳奥林春天-3,61788,10283,104.70871,31.49061,3,0.5
MYW0356C1_绵阳樊华建设-3,61788,103,104.69156,31.46669,3,1
MYW0326A1_绵阳布鲁斯-1,61788,10311,104.66151,31.46651,3,2
MYW0326B1_绵阳布鲁斯-2,61788,10312,104.66151,31.46651,3,0.5
MYW0326C1_绵阳布鲁斯-3,61788,10313,104.66151,31.46651,3,0.5
MYW0455A1_绵阳九州单身公寓3-1,61788,10321,104.66681,31.49791,3,1
MYW0455B1_绵阳九州单身公寓3-2,61788,10322,104.66681,31.49791,3,0.5
MYW0455C1_绵阳九州单身公寓3-3,61788,10323,104.66681,31.49791,3,0.5
MYW0456A1_绵阳九州技工学校男生宿舍-1,61788,10331,104.67191,31.48781,3,0.5
MYW0456B1_绵阳九州技工学校男生宿舍-2,61788,10332,104.67191,31.48781,3,0.5
MYW0456C1_绵阳九州技工学校男生宿舍-3,61788,10333,104.67191,31.48781,3,0.5
MYW0390A1_绵阳戈家庙农家乐-1,61788,10341,104.629167,31.481667,3,1
MYW0390B1_绵阳戈家庙农家乐-2,61788,10342,104.629167,31.481667,3,0.5
MYW0390C1_绵阳戈家庙农家乐-3,61788,10343,104.629167,31.481667,3,0.5
MYW0629A1_绵阳新皂龙泉寺-1,61788,10351,104.63981,31.44071,3,3
MYW0629B1_绵阳新皂龙泉寺-2,61788,10352,104.63981,31.44071,3,0.5
MYW0629C1_绵阳新皂龙泉寺-3,61788,10353,104.63981,31.44071,3,0.5
MYW0553A1_绵阳实验中学-1,61788,10371,104.73181,31.44461,3,0.5
MYW0553B1_绵阳实验中学-2,61788,10372,104.73181,31.44461,3,0.5
MYW0553C1_绵阳实验中学-3,61788,10373,104.73181,31.44461,3,0.5
MYW0553A2_绵阳实验中学-4,61788,10374,104.73181,31.44461,3,0.5
MYW0553B2_绵阳实验中学-5,61788,10375,104.73181,31.44461,3,0.5
MYW0553C2_绵阳实验中学-6,61788,10376,104.73181,31.44461,3,0.5
MYW0687A1_绵阳职业高中-1,61788,10381,104.72701,31.45171,3,3
MYW0687B1_绵阳职业高中-2,61788,10382,104.72701,31.45171,3,0.5
MYW0687C1_绵阳职业高中-3,61788,10383,104.72701,31.45171,3,3
MYW0687A2_绵阳职业高中-4,61788,10384,104.72701,31.45171,3,1
MYW0687B2_绵阳职业高中-5,61788,10385,104.72701,31.45171,3,0.5
MYW0687C2_绵阳职业高中-6,61788,10386,104.72701,31.45171,3,3
MYW0356A2_绵阳樊华建设-4,61788,104,104.69156,31.46669,3,0.5
MYW0503A1_绵阳凝香寺5队-1,61788,10401,104.65051,31.47181,3,0.5
MYW0503B1_绵阳凝香寺5队-2,61788,10402,104.65051,31.47181,3,0.5
MYW0503C1_绵阳凝香寺5队-3,61788,10403,104.65051,31.47181,3,0.5
MYW0026FBA1_绵阳接龙寺-1,61788,1041,104.58531,31.42042,3,0.5
MYW0617A1_绵阳新华家属区-1,61788,10411,104.70841,31.46291,3,0.5
MYW0617B1_绵阳新华家属区-2,61788,10412,104.70841,31.46291,3,0.5
MYW0617C1_绵阳新华家属区-3,61788,10413,104.70841,31.46291,3,0.5
MYW0617A2_绵阳新华家属区-4,61788,10414,104.70841,31.46291,3,0.5
MYW0617B2_绵阳新华家属区-5,61788,10415,104.70841,31.46291,3,0.5
MYW0617C2_绵阳新华家属区-6,61788,10416,104.70841,31.46291,3,0.5
MYW0026FBB1_绵阳接龙寺-2,61788,1042,104.58531,31.42042,3,0.5
MYW0026FBC1_绵阳接龙寺-3,61788,1043,104.58531,31.42042,3,0.5
MYW0026FBD1_绵阳磨家黎山沟-1,61788,1044,104.59061,31.43161,3,0.5
MYW0324A1_绵阳殡仪馆-1,61788,10441,104.70961,31.43921,3,0.5
MYW0324B1_绵阳殡仪馆-2,61788,10442,104.70961,31.43921,3,0.5
MYW0324C1_绵阳殡仪馆-3,61788,10443,104.70961,31.43921,3,2
MYW0356B2_绵阳樊华建设-5,61788,105,104.69156,31.46669,3,0.5
MYW0356C2_绵阳樊华建设-6,61788,106,104.69156,31.46669,3,0.5
MYW0647A1_绵阳永兴-1,61788,11,104.63646,31.46258,3,17
MYW0403A1_绵阳河边场镇-1,61788,11111,104.50951,31.47841,3,0.5
MYW0403B1_绵阳河边场镇-2,61788,11112,104.50951,31.47841,3,0.5
MYW0403C1_绵阳河边场镇-3,61788,11113,104.50951,31.47841,3,0.5
MYW0471A1_绵阳黎家院2-1,61788,11121,104.62361,31.46751,3,6
MYW0471B1_绵阳黎家院2-2,61788,11122,104.62361,31.46751,3,1
MYW0471C1_绵阳黎家院2-3,61788,11123,104.62361,31.46751,3,3
MYW0657A1_绵阳邮政枢纽-1,61788,11481,104.713019,31.46073,3,3
MYW0657B1_绵阳邮政枢纽-2,61788,11482,104.713019,31.46073,3,3
MYW0657C1_绵阳邮政枢纽-3,61788,11483,104.713019,31.46073,3,3
MYW0657A2_绵阳邮政枢纽-4,61788,11484,104.713019,31.46073,3,0.5
MYW0657B2_绵阳邮政枢纽-5,61788,11485,104.713019,31.46073,3,0.5
MYW0657C2_绵阳邮政枢纽-6,61788,11486,104.713019,31.46073,3,0.5
MYW0657A3_绵阳邮政枢纽-7,61788,11487,104.713019,31.46073,3,17
MYW0657B3_绵阳邮政枢纽-8,61788,11488,104.713019,31.46073,3,0.5
MYW0657C3_绵阳邮政枢纽-9,61788,11489,104.713019,31.46073,3,17
MYW0642A1_绵阳移动涪城分公司-1,61788,11491,104.67871,31.47041,3,17
MYW0642B1_绵阳移动涪城分公司-2,61788,11492,104.67871,31.47041,3,17
MYW0642C1_绵阳移动涪城分公司-3,61788,11493,104.67871,31.47041,3,0.5
MYW0642A2_绵阳移动涪城分公司-4,61788,11494,104.67871,31.47041,3,17
MYW0642B2_绵阳移动涪城分公司-5,61788,11495,104.67871,31.47041,3,17
MYW0642C2_绵阳移动涪城分公司-6,61788,11496,104.67871,31.47041,3,17
MYW0030FBA1_绵阳马家小沟村-1,61788,11751,104.61189,31.40971,3,0.5
MYW0030FBB1_绵阳马家小沟村-2,61788,11752,104.61189,31.40971,3,0.5
MYW0030FBC1_绵阳马家小沟村-3,61788,11753,104.61189,31.40971,3,0.5
MYW0030FBD1_绵阳清凉寺村1组-1,61788,11754,104.61189,31.40971,3,0.5
MYW0030FBE1_绵阳清凉寺村1组-2,61788,11755,104.61189,31.40971,3,0.5
MYW0647B1_绵阳永兴-2,61788,12,104.63646,31.46258,3,0.5
MYW0418A1_绵阳花园六队-1,61788,12001,104.71941,31.46071,3,19
MYW0418B1_绵阳花园六队-2,61788,12002,104.71941,31.46071,3,19
MYW0418C1_绵阳花园六队-3,61788,12003,104.71941,31.46071,3,0.5
MYW0418A2_绵阳花园六队-4,61788,12004,104.71941,31.46071,3,0.5
MYW0418B2_绵阳花园六队-5,61788,12005,104.71941,31.46071,3,0.5
MYW0418C2_绵阳花园六队-6,61788,12006,104.71941,31.46071,3,0.5
MYW0418A3_绵阳花园六队-7,61788,12007,104.71941,31.46071,3,19
MYW0418B3_绵阳花园六队-8,61788,12008,104.71941,31.46071,3,0.5
MYW0418C3_绵阳花园六队-9,61788,12009,104.71941,31.46071,3,0.5
MYW1064A1_绵阳益多园-1,61788,12011,104.72464,31.45906,3,19
MYW1064B1_绵阳益多园-2,61788,12012,104.72464,31.45906,3,19
MYW1064C1_绵阳益多园-3,61788,12013,104.72464,31.45906,3,0.5
MYW1064A2_绵阳益多园-4,61788,12014,104.72464,31.45906,3,0.5
MYW1064B2_绵阳益多园-5,61788,12015,104.72464,31.45906,3,19
MYW1064C2_绵阳益多园-6,61788,12016,104.72464,31.45906,3,0.5
MYW1071A1_绵阳元通中街网通机房-1,61788,12031,104.71458,31.46721,3,19
MYW1071B1_绵阳元通中街网通机房-2,61788,12032,104.71458,31.46721,3,0.5
MYW1071C1_绵阳元通中街网通机房-3,61788,12033,104.71458,31.46721,3,0.5
MYW1020A1_绵阳花园五队-1,61788,12091,104.71244,31.45601,3,7
MYW1020B1_绵阳花园五队-2,61788,12092,104.71244,31.45601,3,7
MYW1020C1_绵阳花园五队-3,61788,12093,104.71244,31.45601,3,0.5
MYW1020A2_绵阳花园五队-4,61788,12094,104.71244,31.45601,3,0.5
MYW1020B2_绵阳花园五队-5,61788,12095,104.71244,31.45601,3,0.5
MYW1020C2_绵阳花园五队-6,61788,12096,104.71244,31.45601,3,0.5
MYW0335A1_绵阳川大绵阳校区-1,61788,121,104.65159,31.45943,3,3
MYW4505FBA1_绵阳高新区八角新村南-1,61788,12131,104.68078,31.48361,3,6
MYW4505FBB1_绵阳高新区八角新村南-2,61788,12132,104.68078,31.48361,3,6
MYW4505FBC1_绵阳高新区八角新村南-3,61788,12133,104.68078,31.48361,3,6
MYW4505FBD1_绵阳九州家园-1,61788,12134,104.67621,31.48109,3,0.5
MYW4505FBE1_绵阳九州家园-2,61788,12135,104.67621,31.48109,3,0.5
MYW1016A1_绵阳公共汽车有限公司-1,61788,12141,104.631963,31.460893,3,0.5
MYW1016B1_绵阳公共汽车有限公司-2,61788,12142,104.631963,31.460893,3,0.5
MYW1016C1_绵阳公共汽车有限公司-3,61788,12143,104.631963,31.460893,3,0.5
MYW1043A1_绵阳神州时代名城2-1,61788,12151,104.65331,31.4755,3,1
MYW1043B1_绵阳神州时代名城2-2,61788,12152,104.65331,31.4755,3,5
MYW1043C1_绵阳神州时代名城2-3,61788,12153,104.65331,31.4755,3,5
MYW1039A1_绵阳邱家沟-1,61788,12161,104.70146,31.47031,3,0.5
MYW1039B1_绵阳邱家沟-2,61788,12162,104.70146,31.47031,3,5
MYW1039C1_绵阳邱家沟-3,61788,12163,104.70146,31.47031,3,0.5
MYW1035A1_绵阳普明火炬中学-1,61788,12191,104.65681,31.47464,3,0.5
MYW1035B1_绵阳普明火炬中学-2,61788,12192,104.65681,31.47464,3,0.5
MYW1035C1_绵阳普明火炬中学-3,61788,12193,104.65681,31.47464,3,5
MYW0335B1_绵阳川大绵阳校区-2,61788,122,104.65159,31.45943,3,0.5
MYW1030A1_绵阳美能材料-1,61788,12201,104.68506,31.48741,3,0.5
MYW1030B1_绵阳美能材料-2,61788,12202,104.68506,31.48741,3,0.5
MYW1030C1_绵阳美能材料-3,61788,12203,104.68506,31.48741,3,0.5
MYW1072A1_绵阳园艺小学-1,61788,12211,104.70381,31.47823,3,5
MYW1072B1_绵阳园艺小学-2,61788,12212,104.70381,31.47823,3,1
MYW1072C1_绵阳园艺小学-3,61788,12213,104.70381,31.47823,3,0.5
MYW1014A1_绵阳高新区翡翠园C区-1,61788,12221,104.69763,31.47052,3,0.5
MYW1014B1_绵阳高新区翡翠园C区-2,61788,12222,104.69763,31.47052,3,0.5
MYW1014C1_绵阳高新区翡翠园C区-3,61788,12223,104.69763,31.47052,3,0.5
MYW1022A1_绵阳佳吉快运-1,61788,12241,104.672484,31.46333,3,0.5
MYW1022B1_绵阳佳吉快运-2,61788,12242,104.672484,31.46333,3,1
MYW1022C1_绵阳佳吉快运-3,61788,12243,104.672484,31.46333,3,0.5
MYW1022A2_绵阳佳吉快运-4,61788,12244,104.672484,31.46333,3,0.5
MYW1022B2_绵阳佳吉快运-5,61788,12245,104.672484,31.46333,3,0.5
MYW1022C2_绵阳佳吉快运-6,61788,12246,104.672484,31.46333,3,0.5
MYW1005A1_绵阳3536厂东北-1,61788,12251,104.69071,31.46961,3,0.5
MYW1005B1_绵阳3536厂东北-2,61788,12252,104.69071,31.46961,3,0.5
MYW1005C1_绵阳3536厂东北-3,61788,12253,104.69071,31.46961,3,5
MYW1005A2_绵阳3536厂东北-4,61788,12254,104.69071,31.46961,3,0.5
MYW1005B2_绵阳3536厂东北-5,61788,12255,104.69071,31.46961,3,0.5
MYW1005C2_绵阳3536厂东北-6,61788,12256,104.69071,31.46961,3,0.5
MYW1151A1_绵阳银都领地-1,61788,12291,104.68079,31.50209,3,0.5
MYW1151B1_绵阳银都领地-2,61788,12292,104.68079,31.50209,3,0.5
MYW1151C1_绵阳银都领地-3,61788,12293,104.68079,31.50209,3,0.5
MYW0335C1_绵阳川大绵阳校区-3,61788,123,104.65159,31.45943,3,0.5
MYW1009A1_绵阳大包梁村-1,61788,12301,104.65968,31.4837,3,0.5
MYW1009B1_绵阳大包梁村-2,61788,12302,104.65968,31.4837,3,0.5
MYW1009C1_绵阳大包梁村-3,61788,12303,104.65968,31.4837,3,5
MYW1023A1_绵阳金堡新区-1,61788,12311,104.70539,31.46609,3,0.5
MYW1023B1_绵阳金堡新区-2,61788,12312,104.70539,31.46609,3,0.5
MYW1023C1_绵阳金堡新区-3,61788,12313,104.70539,31.46609,3,0.5
MYW1015A1_绵阳高新区国税局-1,61788,12331,104.68948,31.46621,3,1
MYW1015B1_绵阳高新区国税局-2,61788,12332,104.68948,31.46621,3,0.5
MYW1015C1_绵阳高新区国税局-3,61788,12333,104.68948,31.46621,3,0.5
MYW1015A2_绵阳高新区国税局-4,61788,12334,104.68948,31.46621,3,0.5
MYW1015B2_绵阳高新区国税局-5,61788,12335,104.68948,31.46621,3,0.5
MYW1015C2_绵阳高新区国税局-6,61788,12336,104.68948,31.46621,3,0.5
MYW1024A1_绵阳九州技校教学楼-1,61788,12341,104.66958,31.49326,3,0.5
MYW1024B1_绵阳九州技校教学楼-2,61788,12342,104.66958,31.49326,3,0.5
MYW1024C1_绵阳九州技校教学楼-3,61788,12343,104.66958,31.49326,3,0.5
MYW1024A2_绵阳九州技校教学楼-4,61788,12344,104.66958,31.49326,3,0.5
MYW1024B2_绵阳九州技校教学楼-5,61788,12345,104.66958,31.49326,3,0.5
MYW1024C2_绵阳九州技校教学楼-6,61788,12346,104.66958,31.49326,3,0.5
MYW1024A3_绵阳九州技校教学楼-7,61788,12347,104.66958,31.49326,3,0.5
MYW0647C1_绵阳永兴-3,61788,13,104.63646,31.46258,3,17
MYW0550A1_绵阳石桥铺-1,61788,131,104.68067,31.44396,3,0.5
MYW0550B1_绵阳石桥铺-2,61788,132,104.68067,31.44396,3,0.5
MYW1034A1_绵阳螃蟹湾-1,61788,13251,104.661992,31.441652,3,0.5
MYW1034B1_绵阳螃蟹湾-2,61788,13252,104.661992,31.441652,3,0.5
MYW1034C1_绵阳螃蟹湾-3,61788,13253,104.661992,31.441652,3,0.5
MYW0550C1_绵阳石桥铺-3,61788,133,104.68067,31.44396,3,0.5
MYW1068A1_绵阳永兴张家云村-1,61788,13311,104.624455,31.463225,3,0.5
MYW1068B1_绵阳永兴张家云村-2,61788,13312,104.624455,31.463225,3,0.5
MYW1068C1_绵阳永兴张家云村-3,61788,13313,104.624455,31.463225,3,0.5
MYW1042A1_绵阳三角堆-1,61788,13331,104.65586,31.47975,3,0.5
MYW1042B1_绵阳三角堆-2,61788,13332,104.65586,31.47975,3,0.5
MYW1042C1_绵阳三角堆-3,61788,13333,104.65586,31.47975,3,5
MYW1065A1_绵阳永兴奔驰4S店-1,61788,13351,104.62034,31.46391,3,5
MYW1065B1_绵阳永兴奔驰4S店-2,61788,13352,104.62034,31.46391,3,0.5
MYW1065C1_绵阳永兴奔驰4S店-3,61788,13353,104.62034,31.46391,3,0.5
MYW1062A1_绵阳新皂汽车职业学院-1,61788,13361,104.63971,31.43489,3,0.5
